fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"3184",hamlet,,,Caselle,,,
"3185",hamlet,,Q18486790,Castro San Martino,,,
"3186",hamlet,,,Cornacchiaia,,,
"3187",hamlet,,,Corniolo,,,
"3188",hamlet,it:Covigliaio,Q2180131,Covigliaio,,,
"3189",hamlet,,,Fratte,,,
"3190",hamlet,,,La Castellana,,,
"3191",hamlet,,,Le Valli,,,
"3192",hamlet,,,Monte di Fo',,,
"3193",hamlet,,,Pagliana,,,
"3194",hamlet,,,Panna,,,
"3195",hamlet,,Q3935374,Rifredo,true,"1",
"3196",hamlet,,,Selva,,,
"3197",hamlet,,,Violla,,,
"3198",hamlet,,,Bovecchio,,,
"3199",hamlet,,,Campomigliaio,,,
"3200",hamlet,,,Casa Loli,,,
"3201",hamlet,,,Casenuove,,,
"3202",hamlet,,,Colle Barucci,,,
"3203",hamlet,,,Collinuzza,,,
"3204",hamlet,,,Croci di Calenzano,,,
"3205",hamlet,,,La Luna,,,
"3206",hamlet,,,Latera,,,
"3207",hamlet,,,Londolatico,,,
"3208",hamlet,,,Muriccia,,,
"3209",hamlet,,,Novoli,,,
"3210",hamlet,,,San Giusto a Fortuna,,,
"3211",hamlet,,,San Pietro a Casaglia,,,
"3212",hamlet,,,Scaffaia,,,
"3213",hamlet,,,Santo Stefano,,,
"3214",hamlet,,,Tagliaferro,,,
"3215",hamlet,"ceb:Selva (lungsod sa Italya, Emilia-Romagna, Provincia di Bologna, lat 44,34, long 11,76)",Q33483472,Selva,,,
"3216",hamlet,,,Bergugliara,,,
"3217",hamlet,,,Villaggio degli Aracci,,,
"3218",hamlet,,,Villaggio del Rastrello,,,
"3219",hamlet,,,Comune Sottano,,,
"3220",hamlet,,,Pratofemmine,,,
"3221",hamlet,,,Caburraccia,,,
"3222",hamlet,,,San Pellegrino,,,
"3223",hamlet,,,Pieve Camaggiore,,,
"3224",hamlet,,,Cannucceto,,,
"3225",hamlet,,,Villalta,,,
"3226",hamlet,,,Matellica,,,
"3227",hamlet,it:San Pietro in Guardiano,Q16268733,San Pietro in Guardiano,,,
"3228",hamlet,,,Vitignano,,,
"3229",hamlet,,,Rocca delle Caminate,,,
"3230",hamlet,,,San Savino,,,
"3231",hamlet,,,Bagno,,,
"3232",hamlet,,,Tontola,,,
"3233",hamlet,,,Santa Marina,,,
"3234",hamlet,,,Strada San Zeno,,,
"3235",hamlet,,,San Colombano,,,
"3236",hamlet,,,Gualdo,,,
"3237",hamlet,it:Ricò,Q2444265,Rico,,,
"3238",hamlet,,,Fiumicino,,,
"3239",hamlet,,,Villanova,,,
"3240",hamlet,,,Castelnuovo,,,
"3241",hamlet,it:Pugliano,Q3925477,Pugliano,,,
"3242",hamlet,,,Villaggio del Lago,,,
"3243",hamlet,it:Soanne,Q2657966,Soanne,,,
"3244",hamlet,,,Cermitosa,,,
"3245",hamlet,,,Santa Maria,,,
"3246",hamlet,,,Alessio,,,
"3247",hamlet,,,Canonica,,,
"3248",hamlet,,,Bergullo,,,
"3249",hamlet,"sh:Baiavolpe, Bologna",Q18437982,Baiavolpe,,,
"3250",hamlet,,,Budanello,,,
"3251",hamlet,,,Cà del Vento,,,
"3252",hamlet,,Q18438130,Cà Marana,,,
"3253",hamlet,,,Cantoncello delle Rossole,,,
"3254",hamlet,,Q18438176,Casa Bettola,,,
"3255",hamlet,"sh:Case Gallone, Bologna",Q18438203,Case Gallone,,,
"3256",hamlet,"sh:Case Topa, Bologna",Q18438224,Case Topa,,,
"3257",hamlet,"sh:Case Volta, Bologna",Q18438227,Case Volta,,,
"3258",hamlet,"sh:Fluno, Bologna",Q18438326,Fluno,,,
"3259",hamlet,,,Folli,,,
"3260",hamlet,"sh:L'Osso, Bologna",Q18438441,L'Osso,,,
"3261",hamlet,,Q18438410,La Sterlina,,,
"3262",hamlet,"sh:Pianta, Bologna",Q18438560,Pianta,,,
"3263",hamlet,,,Ospedaliera Nuova,,,
"3264",hamlet,"sh:Rampina Vecchia, Bologna",Q18438617,Rampina Vecchia,,,
"3265",hamlet,,,Ringhiera Vecchia,,,
"3266",hamlet,,,Ringhiera Vecchia,,,
"3267",hamlet,,,Sganga,,,
"3268",hamlet,,,Sciangai,,,
"3269",hamlet,"sh:Volta-Località Produttiva, Bologna",Q18438825,Volta-Località Produttiva,,,
"3270",hamlet,,Q18445855,Cà Rondino,,,
"3271",hamlet,,,Ponte di Baffadi,,,
"3272",hamlet,,,Prato,,,
"3273",hamlet,"sh:Prugno, Ravenna",Q18446191,Prugno,,,
"3274",hamlet,,Q18438676,San Miniato,,,
"3275",hamlet,,,San Ruffillo,,,
"3276",hamlet,"sh:Villa San Giovanni, Bologna",Q18438812,Villa San Giovanni,,,
"3277",hamlet,"sh:Casino Ricci, Bologna",Q18438246,Casino Ricci,,,
"3278",hamlet,"sh:La Castagnina, Bologna",Q18438393,La Castagnina,,,
"3279",hamlet,,,Calderina,,,
"3280",hamlet,,,Case Mancurta,,,
"3281",hamlet,"sh:Casetto delle Pulci, Bologna",Q18438243,Casetto delle Pulci,,,
"3282",hamlet,"sh:Ortodonico, Bologna",Q18438517,Ortodonico,,,
"3283",hamlet,,Q18438359,Giardino,,,
"3284",hamlet,,,Picchio,,,
"3285",hamlet,,,Casetti Boni,,,
"3286",hamlet,,,Castaldina,,,
"3287",hamlet,,,San Lorenzo,,,
"3288",hamlet,,,Cà Nova,,,
"3289",hamlet,"sh:Cà Paroli, Bologna",Q18438139,Cà Paroli,,,
"3290",hamlet,sr:Конвенто (Болоња),Q18438294,Convento,,,
"3291",hamlet,"sh:Gagliarda, Bologna",Q18438342,Gagliarda,,,
"3292",hamlet,,,Montecatone,,,
"3293",hamlet,"sh:Via Suore, Bologna",Q18438784,Via Suore,,,
"3294",hamlet,,,Castelvecchio,,,
"3295",hamlet,,,Il Poggio,,,
"3296",hamlet,,,Mercatale,,,
"3297",hamlet,,,Tomba,,,
"3298",hamlet,,,Valsalva,,,
"3299",hamlet,"sh:Villa Campomori, Bologna",Q18438796,Villa Campomori,,,
"3300",hamlet,,,Visignano,,,
"3301",hamlet,,,Palazzo Bianchetti,,,
"3302",hamlet,,,Palesio,,,
"3303",hamlet,"sh:Civichella, Bologna",Q18438283,Civichella,,,
"3304",hamlet,,,La Passerina,,,
"3305",hamlet,,,Monte del Re,,,
"3306",hamlet,"sh:Casella di Monte Armato, Bologna",Q18438231,Casella di Monte Armato,,,
"3307",hamlet,,,Fornace,,,
"3308",hamlet,,Q18438586,Poggiolo,,,
"3309",hamlet,,Q18438655,San Chierico,,,
"3310",hamlet,,Q18438746,Tazzola,,,
"3311",hamlet,,,Benedetta,,,
"3312",hamlet,"sh:Biancanigo, Ravenna",Q18445772,Biancanigo,,,
"3313",hamlet,,,Boccaccio,,,
"3314",hamlet,,Q18445874,Canavera,,,
"3315",hamlet,,Q18445901,Cascina,,,
"3316",hamlet,,,Case Calzolaio-Palazzo,,,
"3317",hamlet,,,Casetti,,,
"3318",hamlet,,,Castel Raniero,,,
"3319",hamlet,,Q18445946,Celle Romagna,,,
"3320",hamlet,,,Filippina,,,
"3321",hamlet,,Q18445986,Fornace di Sarna,,,
"3322",hamlet,,,Graziola,,,
"3323",hamlet,,,La Fornace,,,
"3324",hamlet,,Q3885884,Oriolo,,,
"3325",hamlet,,Q18446127,Monte Brullo,,,
"3326",hamlet,,,Orto Fiori,,,
"3327",hamlet,,Q18446174,Ponte del Castello,,,
"3328",hamlet,,Q18446162,Pieve Ponte,,,
"3329",hamlet,,Q18446180,Ponticello,,,
"3330",hamlet,,,San Martino,,,
"3331",hamlet,,Q18446236,San Mamante-Case Lenzuola,,,
"3332",hamlet,,Q18446254,San Prospero,,,
"3333",hamlet,,,San Procolo al Ponte,,,
"3334",hamlet,,Q18446270,Santa Lucia delle Spianate,,,
"3335",hamlet,,,San Ruffillo,,,
"3336",hamlet,,,Villa Mano,,,
"3337",hamlet,,Q18446289,Sant'Orsola,,,
"3338",hamlet,,,Sarna,,,
"3339",hamlet,,Q18439863,Bocconi,,,
"3340",hamlet,,,Casa Carloni,,,
"3341",hamlet,,,Lutirano,,,
"3342",hamlet,,,Ottignana,,,
"3343",hamlet,,,Sant'Adriano,,,
"3344",hamlet,,,Villaggio Monte Busca,,,
"3345",hamlet,,,Osteria del Gallo,,,
"3346",hamlet,it:San Benedetto in Alpe,Q3946833,San Benedetto in Alpe,,,
"3347",hamlet,,Q18445970,Costa Vecchia,,,
"3348",hamlet,,,Case Trebbo,,,
"3349",hamlet,,,Zattaglia,,,
"3350",hamlet,it:Marignana (Camaiore),Q48805700,Marignana,,,
"3351",hamlet,,,Renzano,,,
"3352",hamlet,,,Fazzano,,,
"3353",hamlet,,,Pontemazzori,,,
"3354",hamlet,,,Falda,,,
"3355",hamlet,,,Serbadone,,,
"3356",hamlet,,,Serra di Sotto,,,
"3357",hamlet,,Q18448034,Serra di Sopra,,,
"3358",hamlet,,,Mura,,,
"3359",hamlet,,,Belvedere Fogliense,,,
"3360",hamlet,,,Padiglione,,,
"3361",hamlet,,,Santa Barbara,,,
"3362",hamlet,,,Trebbio di Montegridolfo,,,
"3363",hamlet,,,Santo Stefano,,,
"3364",hamlet,,,Cerreto Castello,,,
"3365",hamlet,,,Chetino,,,
"3366",hamlet,,,La Serra,,,
"3367",hamlet,,,Pedreto,,,
"3368",hamlet,,,Granarola,,,
"3369",hamlet,,,Fanano,,,
"3370",hamlet,,,Mommio Castello,,,
"3371",hamlet,,,Bastianella,,,
"3372",hamlet,it:Cereseto (Compiano),Q18442322,Cereseto,,,
"3373",hamlet,it:Poggio San Romualdo,Q3907038,Poggio San Romualdo,,,
"3374",hamlet,,,Cornia,,,
"3375",hamlet,,,Licetro,,,
"3376",hamlet,it:Montigiano,Q3862488,Montigiano,,,
"3377",hamlet,,,Pitoro,,,
"3378",hamlet,,,Miglianello,,,
"3379",hamlet,,,Serronchia,,,
"3380",hamlet,,,Scherzi,,,
"3381",hamlet,,,Quaivra,,,
"3382",hamlet,,Q123177497,Valpromaro,,,
"3383",hamlet,,Q18488556,Chiatri,,,
"3384",hamlet,,,Casanova,,,
"3385",hamlet,,,Chientina,,,
"3386",hamlet,it:Fabbrica (Peccioli),Q2107926,Fabbrica,,,
"3387",hamlet,,,La Fornace,,,
"3388",hamlet,it:Libbiano (Peccioli),Q3971733,Libbiano,,,
"3389",hamlet,it:Montelopio,Q3862280,Montelopio,,,
"3390",hamlet,,,Stibbiolo,,,
"3391",hamlet,it:Musiara Superiore,Q18442872,Musiara Superiore,,,
"3392",hamlet,it:Musiara Inferiore,Q18442870,Musiara Inferiore,,,
"3393",hamlet,,,Casaglia,,,
"3394",hamlet,it:Gello (Montecatini Val di Cecina),Q3759293,Gello,,,
"3395",hamlet,,,Casino di Terra,,,
"3396",hamlet,,,La Miniera,,,
"3397",hamlet,,,Ligia,,,
"3398",hamlet,,,Miemo,,,
"3399",hamlet,it:Ponteginori,Q2279522,Ponteginori,,,
"3400",hamlet,,,San Michele,,,
"3401",hamlet,,,Pratopiano,,,
"3402",hamlet,,,Brandeglio,,,
"3403",hamlet,,Q18488595,Compignano,,,
"3404",hamlet,it:San Vitale Baganza,Q28133037,San Vitale Baganza,,,
"3405",hamlet,,Q18496082,Precicchie,,,
"3406",hamlet,,Q18495769,Domo,,,
"3407",hamlet,,,Berzola,,,
"3408",hamlet,it:Carpaneto (Tizzano Val Parma),Q18442096,Carpaneto,,,
"3409",hamlet,,,Biserno,,,
"3410",hamlet,,,Corniolo,,,
"3411",hamlet,,,Poggio alla Lastra,,,
"3412",hamlet,,,Albacina,,,
"3413",hamlet,,,Castellaro,,,
"3414",hamlet,,,Groppo,,,
"3415",hamlet,,Q18484149,Bibbiano,,,
"3416",hamlet,,Q18485443,Il Santo Belfiore,,,
"3417",hamlet,,Q18484160,Bicciano,,,
"3418",hamlet,,,L'Apia,,,
"3419",hamlet,,Q18484316,Cafaggio,,,
"3420",hamlet,,,Ponte Buriano,,,
"3421",hamlet,,Q18486030,Santa Maria di Carda,,,
"3422",hamlet,,,San Martino,,,
"3423",hamlet,,Q18484030,Badia Tega,,,
"3424",hamlet,,Q18484253,Buiano,,,
"3425",hamlet,it:Acone,Q2442647,Acone,,,
"3426",hamlet,,,Case Lori,,,
"3427",hamlet,,,Casi,,,
"3428",hamlet,,,Doccia,,,
"3429",hamlet,,,Galardo,,,
"3430",hamlet,,,Lastro,,,
"3431",hamlet,,,San Martino,,,
"3432",hamlet,,Q18487386,Santa Maria Acone,,,
"3433",hamlet,it:Scopeti,Q18487414,Scopeti,,,
"3434",hamlet,,,Fornelle,,,
"3435",hamlet,,Q121299648,Lagune,true,"1",
"3436",hamlet,,,Monte Benedetto,,,
"3437",hamlet,,,Petrella Guidi,,,
"3438",hamlet,,,Frullo,,,
"3439",hamlet,,,Rocca Pratiffi,,,
"3440",hamlet,,,Casalecchio,,,
"3441",hamlet,,,Ghetto Tombanuova,,,
"3442",hamlet,,Q18447912,Osteria del Fiume,,,
"3443",hamlet,,,San Martino Monte L'Abate,,,
"3444",hamlet,it:Sabbiuno di Montagna,Q3861942,Sabbiuno di Montagna,,,
"3445",hamlet,,Q18495910,Mazzangrugno,,,
"3446",hamlet,it:Ceretolo,Q2642059,Ceretolo,,,
"3447",hamlet,,,Creda di Sotto,,,
"3448",hamlet,,,Rotelli,,,
"3449",hamlet,,,Bagno di Piano,,,
"3450",hamlet,,,I Casetti,,,
"3451",hamlet,it:Poggio Cupro,Q3907028,Poggio Cupro,,,
"3452",hamlet,,Q18496189,Scisciano,,,
"3453",hamlet,,,Faggiona,,,
"3454",hamlet,,,Cassana,,,
"3455",hamlet,,,l'Ago,,,
"3456",hamlet,,,Roverano,,,
"3457",hamlet,,,Al Simonelli,,,
"3458",hamlet,,,Al Simonelli Ovest,,,
"3459",hamlet,,,Cardeta Est,,,
"3460",hamlet,,,Carraia Nord,,,
"3461",hamlet,,Q18490180,Corte Vivaldi,,,
"3462",hamlet,it:Gabella (Calci),Q18490204,Gabella,,,
"3463",hamlet,,Q18490211,Gatano,,,
"3464",hamlet,,,Palazzetto,,,
"3465",hamlet,,,Piaggia,,,
"3466",hamlet,,Q18490444,Pierdicino,,,
"3467",hamlet,,,San Iacopo,,,
"3468",hamlet,,,Sant'Annunziata,,,
"3469",hamlet,,,Tiricella,,,
"3470",hamlet,,,Tre Ponti,,,
"3471",hamlet,,,Villa,,,
"3472",hamlet,,,Bosco di Piccione,,,
"3473",hamlet,,,Campomaggiore,,,
"3474",hamlet,,Q18490110,Case Mazzantino,,,
"3475",hamlet,,,Sardina,,,
"3476",hamlet,,,Castel di Nocco,,,
"3477",hamlet,,,Cinque Case,,,
"3478",hamlet,,,Contrada Martinelli,,,
"3479",hamlet,,,Corte Pacini,,,
"3480",hamlet,,,Guerrazzi,,,
"3481",hamlet,,,Il Palazzetto,,,
"3482",hamlet,,,Il Tinto,,,
"3483",hamlet,,,La Gronchia,,,
"3484",hamlet,,,La Carbonaia,,,
"3485",hamlet,,,Luchetta,,,
"3486",hamlet,,,Le Cantine,,,
"3487",hamlet,,Q18490395,Novi,,,
"3488",hamlet,,,Magazzini,,,
"3489",hamlet,,,Podere Sant'Achille,,,
"3490",hamlet,,Q18490412,Pagnaccio,,,
"3491",hamlet,,,Ponte alla Navetta,,,
"3492",hamlet,,Q18490461,Poggio Tondo,,,
"3493",hamlet,it:Puntone (Bientina),Q18490482,Puntone,,,
"3494",hamlet,,Q18490469,Ponte dell'Antico,,,
"3495",hamlet,it:Santa Colomba (Bientina),Q18490528,Santa Colomba,,,
"3496",hamlet,it:Quattro Strade (Bientina),Q18490483,Quattro Strade,,,
"3497",hamlet,,,San Teodoro-Cignoni,,,
"3498",hamlet,,,Villa Fantoni,,,
"3499",hamlet,,,Valle di Badia,true,"1",
"3500",hamlet,,Q18496267,Vigne,,,
"3501",hamlet,,,Greppolungo,,,
"3502",hamlet,it:Campora (Neviano degli Arduini),Q123505346,Campora,,,
"3503",hamlet,it:Sasso (Neviano degli Arduini),Q18443231,Sasso,,,
"3504",hamlet,it:Lupazzano,Q18442723,Lupazzano,,,
"3505",hamlet,,,Montevecchio,,,
"3506",hamlet,,,Podere,,,
"3507",hamlet,,,Petrara,,,
"3508",hamlet,,,Castel Sant'Angelo,,,
"3509",hamlet,,,Quegna,,,
"3510",hamlet,,Q18491495,Cannuccio,,,
"3511",hamlet,,,La Senese,,,
"3512",hamlet,,Q47451052,Scorgiano,,,
"3513",hamlet,,,Colonna di Monteriggioni,,,
"3514",hamlet,"en:Carpineto, Sovicille",Q18491503,Carpineto,,,
"3515",hamlet,,,Avenale,,,
"3516",hamlet,,,Castel San Pietro,,,
"3517",hamlet,it:Elcito,Q15976077,Elcito,,,
"3518",hamlet,,,Cignan Bianco,,,
"3519",hamlet,,,Canale,,,
"3520",hamlet,,,Stomennano,,,
"3521",hamlet,,,Villa Pini,,,
"3522",hamlet,,,Bibbiano,,,
"3523",hamlet,en:Lilliano,Q18491732,Lilliano,,,
"3524",hamlet,,,Campo ai Peri,,,
"3525",hamlet,,,Luco,,,
"3526",hamlet,,,Talciona,,,
"3527",hamlet,,,Gretole,,,
"3528",hamlet,,,Isola,,,
"3529",hamlet,,,Agello,,,
"3530",hamlet,,Q18484818,Certignano,,,
"3531",hamlet,,Q18496168,Sant'Elia,,,
"3532",hamlet,,,Monte del Prete Basso,,,
"3533",hamlet,,,Fornace,,,
"3534",hamlet,,,Petroio,,,
"3535",hamlet,,Q18509961,Geggiano,,,
"3536",hamlet,,,Chigiano,,,
"3537",hamlet,,,Le Case,,,
"3538",hamlet,,,Bonazza,,,
"3539",hamlet,,,Chiostrini,,,
"3540",hamlet,,,Magliano,,,
"3541",hamlet,,,Palazzuolo,,,
"3542",hamlet,,,San Michele,,,
"3543",hamlet,,Q18491484,Campomaggio,,,
"3544",hamlet,,Q18491632,Ellerone,,,
"3545",hamlet,it:Linari (Barberino Val d'Elsa),Q3832562,Linari,true,"1",
"3546",hamlet,,,Monsanto,,,
"3547",hamlet,,,Pastine,,,
"3548",hamlet,,,Ponzano,,,
"3549",hamlet,,,Prumiano,,,
"3550",hamlet,,,San Filippo a Ponzano,,,
"3551",hamlet,,,San Giorgio,,,
"3552",hamlet,,Q123505364,San Martino ai Colli,,,
"3553",hamlet,,,Sant'Appiano,,,
"3554",hamlet,,,Cavallari,,,
"3555",hamlet,,,Cortine,,,
"3556",hamlet,,Q18491638,Fioraie,,,
"3557",hamlet,,Q18509602,Gavignano,,,
"3558",hamlet,,,Ferruzzi,,,
"3559",hamlet,,,Isole,,,
"3560",hamlet,,,Madonna di Pietracupa,,,
"3561",hamlet,,,Pieve di Panzano,,,
"3562",hamlet,,,Santa Maria a Grignano,,,
"3563",hamlet,,,Valimaggio,,,
"3564",hamlet,,,San Polo in Rosso,,,
"3565",hamlet,,,Montebuoni,,,
"3566",hamlet,,,Selvole,,,
"3567",hamlet,it:Vitignano,Q4015038,Vitignano,,,
"3568",hamlet,,,Bandello,,,
"3569",hamlet,,,Buon Riposo,,,
"3570",hamlet,,,La Gabella,,,
"3571",hamlet,,,Il Prato,,,
"3572",hamlet,,,La Valle,,,
"3573",hamlet,it:Libbiano (Pomarance),Q2048207,Libbiano,,,
"3574",hamlet,,,Pian delle Lame,,,
"3575",hamlet,it:Micciano,Q18490361,Micciano,,,
"3576",hamlet,,,Montaleo,,,
"3577",hamlet,it:Querceto (Montecatini Val di Cecina),Q1070931,Querceto,,,
"3578",hamlet,,,Rio del Sole,,,
"3579",hamlet,,Q18490501,San Dalmazio,,,
"3580",hamlet,it:La Sassa,Q1111517,Sassa,,,
"3581",hamlet,,,Sottostazione-Alloggio Terni,,,
"3582",hamlet,,,Apparita,,,
"3583",hamlet,,,Garetto Basso,,,
"3584",hamlet,,,I Gulfi,,,
"3585",hamlet,,,San Giovanni,,,
"3586",hamlet,,,Iano,,,
"3587",hamlet,,,Marrado,,,
"3588",hamlet,it:San Vivaldo (Montaione),Q3948058,San Vivaldo,,,
"3589",hamlet,,,Sassi Bianchi,,,
"3590",hamlet,,,Aia Bianca di Sotto,,,
"3591",hamlet,,,Aiale,,,
"3592",hamlet,,,Alberi,,,
"3593",hamlet,it:Baccanella,Q16912631,Baccanella,,,
"3594",hamlet,,,Boschi,,,
"3595",hamlet,,Q18490053,Bottega Genovini,,,
"3596",hamlet,it:Bucciano (San Miniato),Q16534053,Bucciano,,,
"3597",hamlet,,,Casastrada,,,
"3598",hamlet,it:Castelfalfi,Q1048658,Castelfalfi,,,
"3599",hamlet,,Q18490148,Collebrunacchi,,,
"3600",hamlet,,,Balconevisi,,,
"3601",hamlet,,,Gasparrino,,,
"3602",hamlet,,,Fornacino,,,
"3603",hamlet,,,I Visconti,,,
"3604",hamlet,,,Gramugnana,,,
"3605",hamlet,,,La Muraiola,,,
"3606",hamlet,,Q18490239,La Capannina,,,
"3607",hamlet,,,Le Case,,,
"3608",hamlet,,,La Turchia,,,
"3609",hamlet,,,Le Cave-San Frediano,,,
"3610",hamlet,,,Le Cave,,,
"3611",hamlet,,,Le Pinete,,,
"3612",hamlet,,,Orceto,,,
"3613",hamlet,,,Montanelli,,,
"3614",hamlet,,,Pian dei Meini,,,
"3615",hamlet,,,Ripoli,,,
"3616",hamlet,it:Partino,Q18490429,Partino,,,
"3617",hamlet,,,Sammuro,,,
"3618",hamlet,,,Zona Industriale Comiti,,,
"3619",hamlet,,,Via del Pino,,,
"3620",hamlet,,,Borgoforte,,,
"3621",hamlet,it:Cambiano (Castelfiorentino),Q3651163,Cambiano,,,
"3622",hamlet,,,Case Nuove,,,
"3623",hamlet,,Q18490121,Casotti di Moriolo,,,
"3624",hamlet,,,Castelnuovo d'Elsa,,,
"3625",hamlet,,,Chianni,,,
"3626",hamlet,,,Colombaie,,,
"3627",hamlet,,,Cusignano,,,
"3628",hamlet,,,La Porzia,,,
"3629",hamlet,,Q18490321,Le Tombe,,,
"3630",hamlet,,,Madonna della Tosse,,,
"3631",hamlet,,,Mazzana,,,
"3632",hamlet,,,Molino di Granaiolo,false,,
"3633",hamlet,it:Moriolo,Q16579904,Moriolo,,,
"3634",hamlet,,,Pillo,,,
"3635",hamlet,,Q18490440,Piano di Moriolo,,,
"3636",hamlet,,,San Carlo,,,
"3637",hamlet,,,Sant'Agostino,,,
"3638",hamlet,,,San Lorenzo,,,
"3639",hamlet,,,Sant'Antonio,,,
"3640",hamlet,,,Sant'Andrea-Fontanella,,,
"3641",hamlet,,,Canfittori,,,
"3642",hamlet,,,Case Benedetti,,,
"3643",hamlet,,,Case Fantozzi,,,
"3644",hamlet,,,Castellina,,,
"3645",hamlet,,,Chiesina,,,
"3646",hamlet,,,Chiodo,,,
"3647",hamlet,it:Colle di Buggiano,Q1866290,Colle di Buggiano,,,
"3648",hamlet,,,Falciano,,,
"3649",hamlet,it:Grotta Giusti,Q3777000,Grotta Giusti,,,
"3650",hamlet,,,La Magione,false,,
"3651",hamlet,,,Le Molina,,,
"3652",hamlet,,,Malocchio,,,
"3653",hamlet,,,Marrazzano,,,
"3654",hamlet,it:Montevettolini,Q3862410,Montevettolini,,,
"3655",hamlet,,,Ponte di Serravalle,,,
"3656",hamlet,,,Nievole,,,
"3657",hamlet,,,Porrione,,,
"3658",hamlet,,,Saette,,,
"3659",hamlet,,,Rio II,,,
"3660",hamlet,,,San Lorenzo a Cerreto,,,
"3661",hamlet,,,Stignano,true,"1",false
"3662",hamlet,,,Via Romana,,,
"3663",hamlet,,,Vico,,,
"3664",hamlet,it:Torricchio,Q3109490,Torricchio,,,
"3665",hamlet,,,Vergaiolo,,,
"3666",hamlet,,,Ville,,,
"3667",hamlet,,,Al Colle,,,
"3668",hamlet,,,Batano,,,
"3669",hamlet,,,Ciciana,,,
"3670",hamlet,,,Colle del Lupo,,,
"3671",hamlet,,,Corte Cioni,,,
"3672",hamlet,,,Corte Tognetti,,,
"3673",hamlet,,,Duomo,,,
"3674",hamlet,,,Gragnano,,,
"3675",hamlet,,,Guzzano,,,
"3676",hamlet,,,Luciani,,,
"3677",hamlet,,,Monte a Pescia,,,
"3678",hamlet,,,Mencarini,,,
"3679",hamlet,,,Petrognano,,,
"3680",hamlet,it:Palmata,Q3892762,Palmata,,,
"3681",hamlet,,,Rimogno,,,
"3682",hamlet,,,Ponte a Villa,,,
"3683",hamlet,,,Lappato,,,
"3684",hamlet,,,San Gennaro,,,
"3685",hamlet,,,Sant'Andrea in Caprile,,,
"3686",hamlet,,,San Pietro Marcigliano,,,
"3687",hamlet,,Q18489164,Valgiano,,,
"3688",hamlet,,,A Bertolacci,,,
"3689",hamlet,,,Ai Borelli,,,
"3690",hamlet,,Q18488392,Alla Bidia,,,
"3691",hamlet,,Q18488389,Al Mutino,,,
"3692",hamlet,,,Anticiana,,,
"3693",hamlet,,,Aquilea,,,
"3694",hamlet,,,Arsina,,,
"3695",hamlet,,,Brentaccio,,,
"3696",hamlet,,,Corte Bertolotti,,,
"3697",hamlet,,,Fornacette,,,
"3698",hamlet,,,Il Colle,,,
"3699",hamlet,,,Mastiano,,,
"3700",hamlet,,,Migliano,,,
"3701",hamlet,,Q18488866,Monti di Chiatri,,,
"3702",hamlet,,,Orzala,,,
"3703",hamlet,,Q18489002,Porcarese,,,
"3704",hamlet,,Q18489058,San Concordio di Moriano,,,
"3705",hamlet,,,Querce,,,
"3706",hamlet,,Q18489114,Stabbiano,,,
"3707",hamlet,it:Torcigliano,Q18489144,Torcigliano,,,
"3708",hamlet,,,Stignano,,,
"3709",hamlet,,,Cappella,,,
"3710",hamlet,,,Torre,,,
"3711",hamlet,,,Villa Lenzi,,,
"3712",hamlet,,,Villa,,,
"3713",hamlet,,,Villa Valenti,,,
"3714",hamlet,,Q18488387,Al Generale,,,
"3715",hamlet,,,Al Molinaccio,,,
"3716",hamlet,,Q18488446,Boscarecci,,,
"3717",hamlet,it:Colognole (San Giuliano Terme),Q18490150,Colognole,,,
"3718",hamlet,it:Patrignone (San Giuliano Terme),Q18490432,Patrignone,,,
"3719",hamlet,it:Pugnano,Q18490480,Pugnano,,,
"3720",hamlet,,,Quercione,,,
"3721",hamlet,,,Polvereto,,,
"3722",hamlet,it:Lucardo,Q3838342,Lucardo,true,"1",
"3723",hamlet,,,Le Case,,,
"3724",hamlet,,,Santa Cristina in Salivolpe,,,
"3725",hamlet,,,San Donato a Lucardo,true,"1",
"3726",hamlet,,,Monte Albino,,,
"3727",hamlet,,,La Torre,,,
"3728",hamlet,,,Il Poggio,,,
"3729",hamlet,,,Ghisone,,,
"3730",hamlet,,,Fornacette,,,
"3731",hamlet,,,Trecento,,,
"3732",hamlet,,,Ponte Rotto,,,
"3733",hamlet,,,Castell'in Villa,,,
"3734",hamlet,,,Barca,,,
"3735",hamlet,,Q55117534,San Piero in Barca,,,
"3736",hamlet,,,Frastà,,,
"3737",hamlet,en:Vico d'Arbia,Q18492054,Vico d'Arbia,,,
"3738",hamlet,,Q18491894,Presciano,,,
"3739",hamlet,,,Mociano,,,
"3740",hamlet,,Q123421792,Mucigliani,,,
"3741",hamlet,,,Leonina,,,
"3742",hamlet,,,Cà Tonelli,,,
"3743",hamlet,,,Uzzana,,,
"3744",hamlet,,,Mucciano,,,
"3745",hamlet,,,Santa Maria a Vezzano,,,
"3746",hamlet,,,Molezzano,,,
"3747",hamlet,it:Grezzano (Borgo San Lorenzo),Q18486960,Grezzano,,,
"3748",hamlet,it:Gattaia,Q3758872,Gattaia,,,
"3749",hamlet,,,Corniolo,,,
"3750",hamlet,,,Villore,,,
"3751",hamlet,,,San Giorgio,,,
"3752",hamlet,,,Panicaglia,,,
"3753",hamlet,,,Spicciano,,,
"3754",hamlet,,Q18495944,Montefiascone,,,
"3755",hamlet,,Q3662718,Montalto,,,
