fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"9646",hamlet,,,Pietra Nera,,,
"9647",hamlet,,,Casa Tommasi,,,
"9648",hamlet,,,Mulinello,,,
"9649",hamlet,,,Croara,,,
"9650",hamlet,,,Le Panzane,,,
"9651",hamlet,,,Malfiano,,,
"9652",hamlet,,,Cavallara,,,
"9653",hamlet,,,Lazzaroni,,,
"9654",hamlet,,,Casa Moschini,,,
"9655",hamlet,,,Cà Falchi,,,
"9656",hamlet,,,Prato Novello,,,
"9657",hamlet,,,Seroa,,,
"9658",hamlet,,,Murro,,,
"9659",hamlet,,,Polazzo,,,
"9660",hamlet,,,Calzavitello,,,
"9661",hamlet,,,Frandalini,,,
"9662",hamlet,,,Molleone,,,
"9663",hamlet,it:Mandriole,Q3844437,Mandriole,,,
"9664",hamlet,,,Curigliana,,,
"9665",hamlet,,,Case Santini,,,
"9666",hamlet,,,Casa dei Francesi,,,
"9667",hamlet,,,Vergaia,,,
"9668",hamlet,it:Secchieta,Q3953853,Secchieta,,,
"9669",hamlet,,,Camassano,,,
"9670",hamlet,,,Borgata Varano,,,
"9671",hamlet,it:Legoli,Q652353,Legoli,true,"1",
"9672",hamlet,it:Montecchio (Peccioli),Q2378065,Montecchio,,,
"9673",hamlet,,,Casalecchio,,,
"9674",hamlet,,,Crociale,,,
"9675",hamlet,,,Vaiana,,,
"9676",hamlet,,,Grocialetto,,,
"9677",hamlet,,,Corvaia,,,
"9678",hamlet,,,Frasso,,,
"9679",hamlet,it:Montelago,Q2212625,Montelago,,,
"9680",hamlet,it:San Bernardino (Vernazza),Q945174,San Bernardino,,,
"9681",hamlet,,,Ponte Secchia,,,
"9682",hamlet,,,Ienza,,,
"9683",hamlet,,,Albareto,,,
"9684",hamlet,,,San Donato,,,
"9685",hamlet,,,Valle,,,
"9686",hamlet,,,Vesallo,,,
"9687",hamlet,,,Cà Lanzi,,,
"9688",hamlet,,,Tassanare,,,
"9689",hamlet,,,Casamenti,,,
"9690",hamlet,,,Regigno,,,
"9691",hamlet,,,San Cassiano,,,
"9692",hamlet,,,Marzano,,,
"9693",,,,,,,
"9694",hamlet,,,La Piana,,,
"9695",hamlet,,,Lennova,,,
"9696",hamlet,,,Case Rosse,,,
"9697",hamlet,it:San Donnino (Carpineti),Q2134043,San Donnino di Tresinara,,,
"9698",hamlet,,,Castagnola,,,
"9699",hamlet,,,Roncole,,,
"9700",hamlet,it:Perbone,Q2519662,Perbone,,,
"9701",hamlet,,,Freto,,,
"9702",hamlet,,Q18441400,Navicello,,,
"9703",hamlet,,,Casetti,,,
"9704",hamlet,,,Ronchi,,,
"9705",hamlet,,,Corniolo,,,
"9706",hamlet,,,Scacchetta,,,
"9707",hamlet,,,Case Osti,,,
"9708",hamlet,,,Quattro Portoni,,,
"9709",hamlet,,,Sant'Anna,,,
"9710",hamlet,,Q18440461,Arquara,,,
"9711",hamlet,,,Cantone di Mugnano,,,
"9712",hamlet,,,La Bottega,,,
"9713",hamlet,,,Santa Maria di Mugnano,,,
"9714",hamlet,,,Bruschi di Sopra,,,
"9715",hamlet,,,L'Edera,,,
"9716",hamlet,,,Cerreto,,,
"9717",hamlet,,,Villa,,,
"9718",hamlet,,,Le Sarse,,,
"9719",hamlet,,,Pradello,,,
"9720",hamlet,it:Ponte Sasso,Q976047,Ponte Sasso,,,
"9721",hamlet,,,Alla Croce,,,
"9722",hamlet,,,Mulina,,,
"9723",hamlet,,,Mussi,,,
"9724",hamlet,,,Casalpennato,,,
"9725",hamlet,,,Mulino del Berto,,,
"9726",hamlet,,,Casale Sant'Antonio,,,
"9727",hamlet,,,la Villa,,,
"9728",hamlet,,,Larciano Castello,,,
"9729",hamlet,,,Franzolini,,,
"9730",hamlet,,,Trebbio,,,
"9731",hamlet,,,la Cà,,,
"9732",hamlet,,,Castello Montereggio,,,
"9733",hamlet,,Q109244431,Fezzana,,,
"9734",hamlet,,,Ca' Nova,,,
"9735",hamlet,,,La Pozzaccia,,,
"9736",hamlet,,,Lorenzone,,,
"9737",hamlet,,,Pianelli di Gaiato,,,
"9738",hamlet,,,Canevaro,,,
"9739",hamlet,,,Casa Parenti,,,
"9740",hamlet,,,Ca' Giannino,,,
"9741",hamlet,,,Cantone,,,
"9742",hamlet,,,Monte San Pietro,true,"1",
"9743",hamlet,it:Gello (Palaia),Q16912609,Gello,,,
"9744",hamlet,,,Serra di Montalbano,,,
"9745",hamlet,,Q18492247,Buotano,,,
"9746",hamlet,,,Canevolivo,,,
"9747",hamlet,,,Ramo,,,
"9748",hamlet,,,Villa Riva,,,
"9749",hamlet,it:Bagucci,Q18437981,Bagucci,,,
"9750",hamlet,,,Martinello,,,
"9751",hamlet,,,Colombarina,,,
"9752",hamlet,,,Gaiano,,,
"9753",hamlet,,,Puianello,,,
"9754",hamlet,,,Leccio,,,
"9755",hamlet,,,Ripaie,,,
"9756",hamlet,it:Comunaglia (Umbertide),Q3685387,Comunaglia,,,
"9757",hamlet,it:Durazzo (Molinella),Q3716473,Durazzo,,,
"9758",hamlet,,,Olmazzo,,,
"9759",hamlet,,,Breccia di Venatura,,,
"9760",hamlet,,,Granarolo,true,"1",
"9761",hamlet,,,Guardarola,,,
"9762",hamlet,,,Minirotto,,,
"9763",hamlet,,,Piazza,,,
"9764",hamlet,,,Riccò Vecchio,,,
"9765",hamlet,,,Seggiola,,,
"9766",hamlet,,,Valledana,,,
"9767",hamlet,,,Benefizio,,,
"9768",hamlet,,,Il Poggio,,,
"9769",hamlet,,,La Croce,false,,false
"9770",hamlet,,,La Lucchina,,,
"9771",hamlet,,,Palastra,,,
"9772",hamlet,,,Case Bornia,,,
"9773",hamlet,,,Momarola,,,
"9774",hamlet,,,Ca dei Brescandoli,,,
"9775",hamlet,,,Fontana Buona,,,
"9776",hamlet,,,Ca' di Guglielmo,,,
"9777",hamlet,,,Ca' dei Dosi,,,
"9778",hamlet,,,Costa di Momarola,,,
"9779",hamlet,,,Salarolo,,,
"9780",hamlet,,,Cadignano,,,
"9781",hamlet,,,Capersecco,,,
"9782",hamlet,,,Bastiglia,true,"1",
"9783",hamlet,,,Case Manfredini,,,
"9784",hamlet,,,Corniola,,,
"9785",hamlet,it:Montegufoni,Q3862257,Montegufoni,,,
"9786",hamlet,it:Montemolino,Q18441379,Montemolino,,,
"9787",hamlet,,,Costa di Borio,,,
"9788",hamlet,,,Borio,,,
"9789",hamlet,it:Pezzolo (Russi),Q3901228,Pezzolo,,,
"9790",hamlet,,,Rio Merlino,,,
"9791",hamlet,,,Misurate,,,
"9792",hamlet,,,Case Caneggi,,,
"9793",hamlet,,,Caneto,,,
"9794",hamlet,,,La Costa,,,
"9795",hamlet,,,Val Picarasca,,,
"9796",hamlet,,,Zalloni,,,
"9797",hamlet,,,Case Beccarini,,,
"9798",hamlet,,,Signorastri,,,
"9799",hamlet,it:Savignano a Mare,Q3951083,Savignano a Mare,,,
"9800",hamlet,it:Varano (Licciana Nardi),Q2916350,Varano,,,
"9801",hamlet,it:Vergiano,Q3555861,Vergiano,,,
"9802",hamlet,,,Madonna,,,
"9803",hamlet,,,San Bernardino,,,
"9804",hamlet,it:Lizzano (Cesena),Q2314568,Lizzano,,,
"9805",hamlet,,,Fontana Bonadi,,,
"9806",hamlet,,,Castagna,,,
"9807",hamlet,,,Libbia di Sotto,,,
"9808",hamlet,,,Libbia di Sopra,,,
"9809",hamlet,,,Le Coste,,,
"9810",hamlet,,,Ceio,,,
"9811",hamlet,,,il Prato,,,
"9812",hamlet,,,Rampino,,,
"9813",hamlet,,,Scartazza,,,
"9814",hamlet,,,L'Amola,,,
"9815",hamlet,,,Le Grotte,,,
"9816",hamlet,,,Pianta Croce,,,
"9817",hamlet,,,Renno di Sopra,,,
"9818",hamlet,,,Sasso Rosso,,,
"9819",hamlet,,,Ca' Bagata,,,
"9820",hamlet,,,Mercatello,,,
"9821",hamlet,,,Piano del Monte,,,
"9822",hamlet,,,Bibbone,,,
"9823",hamlet,,,Ca' di Guido,,,
"9824",hamlet,,,Corogno,,,
"9825",hamlet,,,Gneda,,,
"9826",hamlet,,,Le Casine,,,
"9827",hamlet,,,Monterastello,,,
"9828",hamlet,,,Stazione,,,
"9829",hamlet,,,Ca' Neri,,,
"9830",hamlet,,,Campiano,,,
"9831",hamlet,,,Camponovo,,,
"9832",hamlet,,,Chierico,,,
"9833",hamlet,,Q18441322,Mediana,,,
"9834",hamlet,it:Valuberti,Q4008372,Valuberti,,,
"9835",hamlet,,,Poppiano,,,
"9836",hamlet,,,Barano,,,
"9837",hamlet,,,Località Sodo,,,
"9838",hamlet,,,Stiavola,,,
"9839",hamlet,,,Zimella,,,
"9840",hamlet,,,Bosco,,,
"9841",hamlet,,,Torre Stufler,,,
"9842",hamlet,,,Pian di Polea,,,
"9843",hamlet,,,Casanova,,,
"9844",hamlet,,,Sultanino Vecchio,,,
"9845",hamlet,,,Sultanino Nuovo,,,
"9846",hamlet,,,Giardinetto,,,
"9847",hamlet,,,Bottega Nuova,,,
"9848",hamlet,,,Bonvino,,,
"9849",hamlet,,,Ca' di Lucca,,,
"9850",hamlet,,,Zocchetta,,,
"9851",hamlet,,,Castellaccio,,,
"9852",hamlet,,,Biancana,,,
"9853",hamlet,,,Montecalderaro,,,
"9854",hamlet,,,Cà di Nadino,,,
"9855",hamlet,,,Osteria Bassa,,,
"9856",hamlet,,,Serre Samone,,,
"9857",hamlet,,,Barberinuzzo,,,
"9858",hamlet,,,La Querce,,,
"9859",hamlet,,,Monteveglio Alto,,,
"9860",hamlet,,,Castiglione,,,
"9861",hamlet,,,Il Poggio,,,
"9862",hamlet,,,Cassano,,,
"9863",hamlet,,,La Rovina,,,
"9864",hamlet,,,San Polo,,,
"9865",hamlet,it:Montemaggiore di Predappio,Q3862282,Montemaggiore di Predappio,,,
"9866",hamlet,it:Brigola,Q3644768,Brigola,,,
"9867",hamlet,it:Caselline (Albinea),Q2831034,Caselline,,,
"9868",hamlet,,,Casotti,,,
"9869",hamlet,,,Torretto,,,
"9870",hamlet,,,Bisone,,,
"9871",hamlet,,,Pascarota,,,
"9872",hamlet,,,Lama,,,
"9873",hamlet,,,Casona,,,
"9874",hamlet,it:Budrio (Cotignola),Q3646477,Budrio,,,
"9875",hamlet,it:Roversano,Q2207935,Roversano,,,
"9876",hamlet,it:Borgo Paglia,Q16268202,Borgo Paglia,,,
"9877",hamlet,,,Pugnano,,,
"9878",hamlet,,,Santo Stefano,,,
"9879",hamlet,,,La Chiusa,,,
"9880",hamlet,,,Ca' Blu,,,
"9881",hamlet,,,Il Nino,,,
"9882",hamlet,,,La Lama,,,
"9883",hamlet,,,Monte Rosario,,,
"9884",hamlet,,,Pescaroggio,,,
"9885",hamlet,,,Montalto Vecchio,,,
"9886",hamlet,,,La Cervara,,,
"9887",hamlet,,Q18441509,Ponte della Perlina,,,
"9888",hamlet,,Q18441808,Villa Rovina,,,
"9889",hamlet,,,Madonna della Rovere,,,
"9890",hamlet,,,La Noce,,,
"9891",hamlet,it:Terra del Sole,Q2249764,Terra del Sole,,,
"9892",hamlet,it:Massa (Forlì),Q3850862,Massa,,,
"9893",hamlet,,,Pratariccia,,,
"9894",hamlet,it:Ranchetto,Q3929995,Ranchetto,,,
"9895",hamlet,,,Pieve Vecchia,,,
"9896",hamlet,,,Bersedo,,,
"9897",hamlet,,,Galere,,,
"9898",hamlet,,,Antoniana,,,
"9899",hamlet,,,Torracca Superiore,,,
"9900",hamlet,,,Torracca Inferiore,,,
"9901",hamlet,,,Villa,,,
"9902",hamlet,,,Macchia Verde,,,
"9903",hamlet,,,Fenigli,,,
"9904",hamlet,,,Castellonchio,,,
"9905",hamlet,,,Digliolo,,,
"9906",hamlet,,,San Gaetano,,,
"9907",hamlet,,,Cà Bernardoni,,,
"9908",hamlet,,,Le Corti,,,
"9909",hamlet,,,Ca' di Domenico,,,
"9910",hamlet,,,Bettola,,,
"9911",hamlet,,,Le Puzzole,,,
"9912",hamlet,,,Casa Marconi,,,
"9913",hamlet,,,Ca' Golini,,,
"9914",hamlet,,,Le Coste,,,
"9915",hamlet,,,Ca' di Minello,,,
"9916",hamlet,,,Ca' d'Antonietto,,,
"9917",hamlet,,,Ca' Bertacchini,,,
"9918",hamlet,,,La Torre,,,
"9919",hamlet,,,Salata,,,
"9920",hamlet,,,Fresonara,,,
"9921",hamlet,,,Monti di Arcola,,,
"9922",hamlet,,,Valle Santa,,,
"9923",hamlet,,,Le Costaglie,,,
"9924",hamlet,,,Pianesia,,,
"9925",hamlet,,,San Rocco,,,
"9926",hamlet,,,Siberia,,,
"9927",hamlet,,,Montale,,,
"9928",hamlet,,,Piè dell'Erta,,,
"9929",hamlet,,,Campofiore,,,
"9930",hamlet,,,Campolu,,,
"9931",hamlet,,,Corretta,,,
"9932",hamlet,,,Sassatello,,,
"9933",hamlet,,,Malandrone,,,
"9934",hamlet,,,Bellaria,,,
"9935",hamlet,,,Quercia,,,
"9936",hamlet,,,La Carraia,,,
"9937",hamlet,,,Ominano,,,
"9938",hamlet,,,Poggio,,,
"9939",hamlet,,,Croce,,,
"9940",hamlet,,,Chiozza,,,
"9941",hamlet,,,Vezzano,,,
"9942",hamlet,,,Casera,,,
"9943",hamlet,,,Le Bagole,,,
"9944",hamlet,,,Vallurbana,,,
"9945",hamlet,,,Marena,,,
"9946",hamlet,,,Volpogno,,,
"9947",hamlet,,,Ca' di Gallo,,,
"9948",hamlet,,,Volta,,,
"9949",hamlet,,,Monte,,,
"9950",hamlet,,,Montechiaratore,,,
"9951",hamlet,,,Ceda,,,
"9952",hamlet,,,Ticchiano,,,
"9953",hamlet,,,Casellanuvola,,,
"9954",hamlet,,,Sciano,,,
"9955",hamlet,,,Fondaccia,,,
"9956",hamlet,,Q18438124,Ca' Foscolo,,,
"9957",hamlet,,,Collina di Sotto,,,
"9958",hamlet,,,Belvedere,,,
"9959",hamlet,,,Ca' dei Cucchi,,,
"9960",hamlet,,,Trastullo,,,
"9961",hamlet,,,Olmeta,,,
"9962",hamlet,,,Riva Bene,,,
"9963",hamlet,,,Case Berri,,,
"9964",hamlet,,,La Croce,false,,false
"9965",hamlet,,,Lago di Montasico,,,
"9966",hamlet,,,Sant'Antonio,,,
"9967",hamlet,,,Ponte di Brandola,true,"1",
"9968",hamlet,,,Bertogna,,,
"9969",hamlet,,,Mogno,,,
"9970",hamlet,,,Ca' di Golino,,,
"9971",hamlet,,,Montestefano,,,
"9972",hamlet,,,Fontanaldo,,,
"9973",hamlet,,,La Pieve,,,
"9974",hamlet,,,Ca' di Pero,,,
"9975",hamlet,,,Gorizia,,,
"9976",hamlet,,,Tintoria,,,
"9977",hamlet,,,Ca' Bosi,,,
"9978",hamlet,,,La Guardia,,,
"9979",hamlet,,,Villa Manzini,,,
"9980",hamlet,,,Il Piccolo,,,
"9981",hamlet,,,Ca' Bonera,,,
"9982",hamlet,,,Ca' Filippucci,,,
"9983",hamlet,,,Regiano,,,
"9984",hamlet,,,Molino del Dottore,,,
"9985",hamlet,,,Ca' de Cocchi,,,
"9986",hamlet,,,Pedrocchio di Sotto,,,
"9987",hamlet,,,Allevara,,,
"9988",hamlet,,,Pescarola di Sotto,,,
"9989",hamlet,,,Cappellini,,,
"9990",hamlet,,,Frascaro,,,
"9991",hamlet,,,Casone,,,
"9992",hamlet,,,La Barbona,,,
"9993",hamlet,,,Ca' Pasetti,,,
"9994",hamlet,,,La Monta,,,
"9995",hamlet,,,Ca' Bertacchini,,,
"9996",hamlet,,,Ca' Zanaroli,,,
"9997",hamlet,,,Zentone,,,
"9998",hamlet,,,Vecchietto di Sotto,,,
"9999",hamlet,,,Vecchietto di Sopra,,,
"10000",hamlet,,,Ca' Moneta,,,
"10001",hamlet,,,La Rola,,,
"10002",hamlet,,,Il Ronco,,,
"10003",hamlet,,,Ca' Bortolucci,,,
"10004",hamlet,,,Mezzacqui,,,
"10005",hamlet,,,La Chiozza,,,
"10006",hamlet,,,Ca' Venturelli,,,
"10007",hamlet,,,Ca' Maestri,,,
"10008",hamlet,,,Ca' Berti,,,
"10009",hamlet,,,Tia,,,
"10010",hamlet,,,Braidella,,,
"10011",hamlet,,,Are,,,
"10012",hamlet,,,Moncerrato di sopra,,,
"10013",hamlet,,,Togno,,,
"10014",hamlet,,,Barighelli di Sopra,,,
"10015",hamlet,,,Barighelli di Sotto,,,
"10016",hamlet,,,Piane,,,
"10017",hamlet,,,Rocca,,,
"10018",hamlet,,,Campazzo,,,
"10019",hamlet,,,La Ruina,,,
"10020",hamlet,,,Palazzina,,,
"10021",hamlet,,,Ca' d'Alberto,,,
"10022",hamlet,,,Roste,,,
"10023",hamlet,,,Filippi,,,
"10024",hamlet,,,Colle Bigo,,,
"10025",hamlet,,,Cantia Alta,,,
"10026",hamlet,,,Chigne,,,
"10027",hamlet,,,Colle Stellano,,,
"10028",hamlet,,,Mezzane,,,
"10029",hamlet,,,Bucine,,,
"10030",hamlet,,,Breccia,,,
"10031",hamlet,,,Case Bosco,,,
"10032",hamlet,,,Aspro,,,
"10033",hamlet,,,Case Olivieri,,,
"10034",hamlet,,,Remagna,,,
"10035",hamlet,,,Alle Cascine,,,
"10036",hamlet,,,Monari,,,
"10037",hamlet,,,Cà de' Lolli,,,
"10038",hamlet,,,Ca' Galassi,,,
"10039",hamlet,,,Osteria Vecchia,,,
"10040",hamlet,,,Ca' del Diavolo,,,
"10041",hamlet,,,Torricella,,,
"10042",hamlet,,,Castellaccio,,,
"10043",hamlet,,,Cà di Barbati,,,
"10044",hamlet,,,Cà di Rozzi,,,
"10045",hamlet,,,Cà di Giano,,,
"10046",hamlet,,,Santa Caterina di Carpineti,,,
"10047",hamlet,,,San Vitale,,,
"10048",hamlet,,,Ghirelli,,,
"10049",hamlet,,,Borgo delle Rondini,,,
"10050",hamlet,,,Avenale,,,
"10051",hamlet,,,Serrabernacchia,,,
"10052",hamlet,,,Case San Martino,,,
"10053",hamlet,,,Rocchetta,,,
"10054",hamlet,,,Case Bellaluce,,,
"10055",hamlet,,,Campo,,,
"10056",hamlet,,,Piandicampo,,,
"10057",hamlet,,,Baciuccaro,,,
"10058",hamlet,,,Casa Giannino,,,
"10059",hamlet,,,Crocetta,,,
"10060",hamlet,,,Fiumicello,,,
"10061",hamlet,,,Isola,,,
"10062",hamlet,,,Cerreta,,,
"10063",hamlet,,,Fornello,,,
"10064",hamlet,,,La Rosa,,,
"10065",hamlet,,Q18491609,Colonia Santa Regina,,,
"10066",hamlet,,,Monteacuto delle Alpi,,,
"10067",hamlet,,,La Ca',,,
"10068",hamlet,,Q18438538,Pallerano,,,
"10069",hamlet,,,Case Tamburini,,,
"10070",hamlet,it:Rovezzano,Q3419795,Rovezzano,,,
"10071",hamlet,,,Ca' Marastoni,,,
"10072",hamlet,,,Riva,,,
"10073",hamlet,,,Costa,,,
"10074",hamlet,,,Torricella,,,
"10075",hamlet,,,Ca' del Re,,,
"10076",hamlet,,,La Crocetta,,,
"10077",hamlet,,,Polcione,,,
"10078",hamlet,,,L'Oca,,,
"10079",hamlet,,,Pra' Morano,,,
"10080",hamlet,,,Comenzano,,,
"10081",hamlet,,,Ca' di Bonci,,,
"10082",hamlet,,,Predolo,,,
"10083",hamlet,,,La Collina,,,
"10084",hamlet,,,Sommavilla,,,
"10085",hamlet,,,Valicatoio,,,
"10086",hamlet,,,Ca' di Guglio,,,
"10087",hamlet,"en:La Piazza, Castellina in Chianti",Q18491850,La Piazza,,,
"10088",hamlet,,,Collina di Pondo,,,
"10089",hamlet,,,Saviana,,,
"10090",hamlet,,Q33060531,Sant'Agnese,,,
"10091",hamlet,,,Alpe di Massa,,,
"10092",hamlet,,Q18440693,Casa Bellei,,,
"10093",hamlet,,,Spinzola,,,
"10094",hamlet,,,Comungrande,,,
"10095",hamlet,,,Carrobbio,,,
"10096",hamlet,,,Scalella,,,
"10097",hamlet,,,San Pietro ai Prati,,,
"10098",hamlet,,,Case Zoli,,,
"10099",hamlet,,,Melatello,,,
"10100",hamlet,,,Cavanna,,,
"10101",hamlet,it:Rometta Apuana,Q18489823,Rometta Apuana,,,
"10102",hamlet,,,Monte Petrano,,,
"10103",hamlet,,Q18491075,Collina Vecchia,,,
"10104",hamlet,,,Fagna,,,
"10105",hamlet,,,Pozzo,,,
"10106",hamlet,,,Santa Maria Villiana,,,
"10107",hamlet,,,Greppioli,,,
"10108",hamlet,,,Cà Nova,,,
"10109",hamlet,,,Canal di Sasso di sopra,,,
"10110",hamlet,,,Gnocco,,,
"10111",hamlet,,,Burchio,,,
"10112",hamlet,,,Noci,,,
"10113",hamlet,,,Casa Strelli,,,
"10114",hamlet,,,Pezzolo,,,
"10115",hamlet,,,Ca' di Tonino,,,
"10116",hamlet,,,Magrona,,,
"10117",hamlet,,,Colognole,,,
"10118",hamlet,,,Vicoferaldi,,,
"10119",hamlet,"sh:Capponello, Pesaro e Urbino",Q18498264,Capponello,,,
"10120",hamlet,,,San Frediano,,,
"10121",hamlet,,,Villa San Donato,,,
"10122",hamlet,,,Fonternino,,,
"10123",hamlet,,,Santa Maria,,,
"10124",hamlet,,,Ca' Cerchioni,,,
"10125",hamlet,,,Arsicci,,,
"10126",hamlet,,,Case Giogano,,,
"10127",hamlet,,,Acquafredda,,,
"10128",hamlet,it:Porto di Mezzo,Q3909253,Porto di Mezzo,,,
"10129",hamlet,,,Castagnardizzo,,,
"10130",hamlet,,,Volture,,,
"10131",hamlet,"sh:Rontana, Ravenna",Q18446209,Rontana,,,
"10132",hamlet,"sh:Casetti Sguazzaloca, Bologna",Q18438241,Casetti Sguazzaloca,,,
"10133",hamlet,"sh:La Strada, Ravenna",Q18446041,La Strada,,,
"10134",hamlet,,,Colmarischio,,,
"10135",hamlet,,,Palombara,,,
"10136",hamlet,,,Casacce,,,
"10137",hamlet,,,Monte,,,
"10138",hamlet,,,Borgo Molino,,,
"10139",hamlet,,,Borgo Bicchia,,,
"10140",hamlet,,,Borgo Ribeca,,,
"10141",hamlet,,,Pongelli,,,
"10142",hamlet,,,Catignano,,,
"10143",hamlet,,,Velle,,,
"10144",hamlet,,Q66828171,Rocca di Vernio,,,
"10145",hamlet,,,Gorandaccio,,,
"10146",hamlet,,,La Torraccia,,,
"10147",hamlet,,,Il Poggio,,,
"10148",hamlet,,,Case Monte Tavianella,,,
"10149",hamlet,,,Pian di Campo,,,
"10150",hamlet,,,Collina,,,
"10151",hamlet,,,Casalino,,,
"10152",hamlet,,,Bassa,,,
"10153",hamlet,,,La Brea,,,
"10154",hamlet,,,Polita di Bosco,,,
"10155",hamlet,,,Loc. Agrimonte,,,
"10156",hamlet,,,Tugo,,,
"10157",hamlet,,,Poggio,,,
"10158",hamlet,,,Crocicchie,,,
"10159",hamlet,,,Case Berni,,,
"10160",hamlet,,,Pian dei Torli,,,
"10161",hamlet,,,Ca' Bonacca,,,
"10162",hamlet,,,La Cava,,,
"10163",hamlet,,,Palazzone,,,
"10164",hamlet,,,San Chimento,,,
"10165",hamlet,,,Casacce,,,
"10166",hamlet,it:Ponte a Mensola,Q21282289,Ponte a Mensola,,,
"10167",hamlet,,,Fabio,,,
"10168",hamlet,,,Castello,,,
"10169",hamlet,,,Grotte,,,
"10170",hamlet,,,Cà Alfieri,,,
"10171",hamlet,,,Case di Sotto,,,
"10172",hamlet,,,Molino dei Chierici,,,
"10173",hamlet,,,Mazzola,,,
"10174",hamlet,,,Querceto,,,
"10175",hamlet,,,La Valle,,,
"10176",hamlet,it:Groppizioso,Q18442592,Groppizioso,,,
"10177",hamlet,,,Scorcoro,,,
"10178",hamlet,,,Cavirano,,,
"10179",hamlet,,,Pila,,,
"10180",hamlet,,,Bagno,,,
"10181",hamlet,,,Il Borgo,,,
"10182",hamlet,,,I Renacci,,,
"10183",hamlet,,,Fonte di Sala,,,
"10184",hamlet,,,Giogo,,,
"10185",hamlet,,,Ghiardo,,,
"10186",hamlet,,,Corniano,,,
"10187",hamlet,,,La Fossa,,,
"10188",hamlet,,,Case Bargatano Alto,,,
"10189",hamlet,,,Casalvento,,,
"10190",hamlet,,,Case Piaggia d'Olmo,,,
"10191",hamlet,,,Case La Badia,,,
"10192",hamlet,,,Canapegna,,,
"10193",hamlet,,,Almatano,,,
"10194",hamlet,,,Piano Camori,,,
"10195",hamlet,,,Case Fiorani,,,
"10196",hamlet,,,Case Colle Logo,,,
"10197",hamlet,,,Castelvecchio,,,
"10198",hamlet,,,Villa Maria,,,
"10199",hamlet,,,Monticello,,,
"10200",hamlet,it:Canoscio,Q2936523,Canoscio,,,
"10201",hamlet,it:Senaia,Q3955166,Senaia,,,
"10202",hamlet,it:Noceta in Val di Chio,Q3877643,Noceta,,,
"10203",hamlet,,,Ca' del Vento,,,
"10204",hamlet,,,Torricella,,,
"10205",hamlet,,,La Romita,,,
"10206",hamlet,it:Tarsogno,Q18443350,Tarsogno,,,
"10207",hamlet,,,Borgofiorito,,,
"10208",hamlet,,,La Campagna,,,
"10209",hamlet,,,Vettola,,,
"10210",hamlet,,,Monti Vitali,,,
"10211",hamlet,,,Loc. Fontana,,,
"10212",hamlet,,,Serradimigni,,,
"10213",hamlet,,,Cà de' Bocchi,,,
"10214",hamlet,,,La Verna,,,
"10215",hamlet,,,Budrio,,,
"10216",hamlet,,,Casa Malgori,,,
"10217",hamlet,,,Ca' di Pighera,,,
"10218",hamlet,,,Mercato Vecchio,,,
"10219",hamlet,,,Il Sasso,,,
"10220",hamlet,,,Il Fuoco,,,
"10221",hamlet,,,Ponte Lame,,,
"10222",hamlet,,,Maginelle,,,
"10223",hamlet,,,Canonica,,,
"10224",hamlet,,,Le Convertoie,,,
"10225",hamlet,,,Cascina Nuova,,,
"10226",hamlet,,Q18485358,Gropina,,,
"10227",hamlet,,,Cà de Vezzosi,,,
"10228",hamlet,,,Mammiano Basso,,,
"10229",hamlet,,,Poppiano,,,
"10230",hamlet,,,Gigliola,,,
"10231",hamlet,,,Barche,,,
"10232",hamlet,,,Chiesino,,,
"10233",hamlet,,,La Piagna,,,
"10234",hamlet,,,Scopeti,,,
"10235",hamlet,,,Porranceto,,,
"10236",hamlet,,,San Piero di Sopra,,,
"10237",hamlet,,,San Piero di Sotto,,,
"10238",hamlet,,,Paganello,,,
"10239",hamlet,,,Il Pino,,,
"10240",hamlet,,Q109240296,Lungagnana,,,
"10241",hamlet,,,Nebbiano,,,
"10242",hamlet,,,Calvario,,,
"10243",hamlet,,,Corte Basilio,,,
"10244",hamlet,,,Lugaro,,,
"10245",hamlet,,,Ciliegi,,,
"10246",hamlet,,,Casa Giannini,,,
"10247",hamlet,,,Prulli,,,
"10248",hamlet,,,Capitignano,,,
"10249",hamlet,,,Mummuiola,,,
"10250",hamlet,,,Ponte Gombola,,,
"10251",hamlet,,,Picchena,,,
"10252",hamlet,,,Rio Cavo,,,
"10253",hamlet,,,Castello di Bascio,,,
"10254",hamlet,,,San Girolamo,,,
"10255",hamlet,,,Rivoreta bassa,,,
"10256",hamlet,,,Ca' Gragnoli,,,
"10257",hamlet,,,Battifosso,,,
"10258",hamlet,,,Mulino del Sasso,,,
"10259",hamlet,,,Sporgnano,,,
"10260",hamlet,,,Poggersona,,,
"10261",hamlet,,,Santo Bagnena,,,
"10262",hamlet,,,Rio del Alpe,,,
"10263",hamlet,,,Verzano,,,
"10264",hamlet,,,Petrona,,,
"10265",hamlet,,,San Carlo,,,
"10266",hamlet,,,Monteapertaccio,,,
"10267",hamlet,,,Località San Girolamo,,,
"10268",hamlet,en:Costafabbri,Q98833858,Costafabbri,,,
"10269",hamlet,,Q18491691,Guistrigona,,,
"10270",hamlet,it:Magliano (Sillano Giuncugnano),Q1920326,Magliano,,,
"10271",hamlet,,,Varvilla,,,
"10272",hamlet,,,Zocchetta Vecchia,,,
"10273",hamlet,,,Poggiolino,,,
